issue,game,platform,reviewer,year,month,average_score,scores
50,Super Mario All-Stars,Super Nintendo,Steve Harris 9 Ed Semrad 10 Martin Alessi 9 Sushi-X 9,1993,9,9.25,"[9.0, 10.0, 9.0, 9.0]"
50,Super Off Road: The Baja,Super Nintendo,Steve Harris 6 Ed Semrad 8 Martin Alessi 6 Sushi-X 6,1993,9,6.5,"[6.0, 8.0, 6.0, 6.0]"
51,Alien vs Predator: The Last of His Clan,Game Boy,Mike Weigand 6,1993,10,6,[6.0]
51,Battle Blaze,Super Nintendo,Mike Weigand 5,1993,10,5,[5.0]
51,Battle Cars,Super Nintendo,Ed Semrad 9 Danyon Carpenter 8 Martin Alessi 7 Sushi-X 7,1993,10,7.75,"[9.0, 8.0, 7.0, 7.0]"
51,Bill Walsh College Football,Genesis,Mike Weigand 7,1993,10,7,[7.0]
51,BioMetal,Super Nintendo,Mike Weigand 6,1993,10,6,[6.0]
51,Chase H.Q. II,Genesis,Mike Weigand 8,1993,10,8,[8.0]
51,F1 Pole Position,Super Nintendo,Mike Weigand 7,1993,10,7,[7.0]
51,Final Fantasy Legend III,Game Boy,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8,1993,10,8,"[8.0, 8.0, 8.0, 8.0]"
51,General Chaos,Genesis,Mike Weigand 8,1993,10,8,[8.0]
51,Global Gladiators,Game Gear,Mike Weigand 7,1993,10,7,[7.0]
51,Goof Troop,Super Nintendo,Ed Semrad 7 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8,1993,10,7.75,"[7.0, 8.0, 8.0, 8.0]"
51,GP-1,Super Nintendo,Mike Weigand 7,1993,10,7,[7.0]
51,Hyper V-Ball,Super Nintendo,Mike Weigand 7,1993,10,7,[7.0]
51,John Madden Duo CD Football,TurboGrafx-16,Ed Semrad 7 Danyon Carpenter 8 Martin Alessi 7 Sushi-X 8,1993,10,7.5,"[7.0, 8.0, 7.0, 8.0]"
51,Jurassic Park (Game Gear),Game Gear,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 8 Sushi-X 8,1993,10,7.5,"[7.0, 7.0, 8.0, 8.0]"
51,MIG-29 Fighter Pilot,Genesis,Mike Weigand 6,1993,10,6,[6.0]
51,NBA Showdown,Super Nintendo,Mike Weigand 7,1993,10,7,[7.0]
51,NHL ’94,Genesis,Ed Semrad 9 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8,1993,10,8.25,"[9.0, 8.0, 8.0, 8.0]"
51,Nigel Mansell’s World Championship Racing,Super Nintendo,Mike Weigand 8,1993,10,8,[8.0]
51,Operation Logic Bomb: The Ultimate Search & Destroy,Super Nintendo,Ed Semrad 6 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 9,1993,10,7.75,"[6.0, 8.0, 8.0, 9.0]"
51,Plok!,Super Nintendo,Ed Semrad 7 Danyon Carpenter 8 Martin Alessi 9 Sushi-X 8,1993,10,8,"[7.0, 8.0, 9.0, 8.0]"
51,Ranger X,Genesis,Ed Semrad 8 Danyon Carpenter 9 Martin Alessi 7 Sushi-X 7,1993,10,7.75,"[8.0, 9.0, 7.0, 7.0]"
51,Real Ghostbusters,Game Boy,Mike Weigand 6,1993,10,6,[6.0]
51,Redline F-1 Racer,Super Nintendo,Mike Weigand 7,1993,10,7,[7.0]
51,Rock n’ Roll Racing,Super Nintendo,Mike Weigand 8,1993,10,8,[8.0]
51,Rocky & Bullwinkle,Genesis,Mike Weigand 4,1993,10,4,[4.0]
51,Run Saber,Super Nintendo,Mike Weigand 8,1993,10,8,[8.0]
51,Silpheed,Sega CD,Ed Semrad 9 Danyon Carpenter 7 Martin Alessi 7 Sushi-X 7,1993,10,7.5,"[9.0, 7.0, 7.0, 7.0]"
51,Sorcerer’s Kingdom,Genesis,Mike Weigand 7,1993,10,7,[7.0]
51,Star Trek: The Next Generation,NES,Ed Semrad 6 Danyon Carpenter 6 Martin Alessi 6 Sushi-X 8,1993,10,6.5,"[6.0, 6.0, 6.0, 8.0]"
51,Strider Returns,Genesis,Ed Semrad 8 Danyon Carpenter 6 Martin Alessi 6 Sushi-X 7,1993,10,6.75,"[8.0, 6.0, 6.0, 7.0]"
51,Strider Returns,Game Gear,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 7 Sushi-X 7,1993,10,7,"[7.0, 7.0, 7.0, 7.0]"
51,Super Bomberman,Super Nintendo,Ed Semrad 9 Danyon Carpenter 9 Martin Alessi 9 Sushi-X 9,1993,10,9,"[9.0, 9.0, 9.0, 9.0]"
51,Super James Pond,Super Nintendo,Mike Weigand 5,1993,10,5,[5.0]
51,Super Widget,Super Nintendo,Mike Weigand 4,1993,10,4,[4.0]
51,Technoclash,Genesis,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 6 Sushi-X 6,1993,10,6.5,"[7.0, 7.0, 6.0, 6.0]"
51,The Addams Family: Pugsley’s Scavenger Hunt,NES,Mike Weigand 7,1993,10,7,[7.0]
51,The Flintstones (1993),Genesis,Mike Weigand 5,1993,10,5,[5.0]
51,The Incredible Crash Dummies,Super Nintendo,Mike Weigand 4,1993,10,4,[4.0]
51,Wolfchild,Super Nintendo,Mike Weigand 5,1993,10,5,[5.0]
51,World Heroes,Super Nintendo,Ed Semrad 8 Danyon Carpenter 6 Martin Alessi 6 Sushi-X 6,1993,10,6.5,"[8.0, 6.0, 6.0, 6.0]"
52,Actraiser 2,Super Nintendo,Ed Semrad 9 Danyon Carpenter 8 Martin Alessi 9 Sushi-X 9,1993,11,8.75,"[9.0, 8.0, 9.0, 9.0]"
52,AH-3 Thunderstrike,Sega CD,Ed Semrad 9 Danyon Carpenter 9 Martin Alessi 7 Sushi-X 7 Mike Weigand 8,1993,11,8,"[9.0, 9.0, 7.0, 7.0, 8.0]"
52,Awesome Possum,Genesis,Ed Semrad 8 Danyon Carpenter 6 Martin Alessi 5 Sushi-X 7 Mike Weigand 5,1993,11,6.2,"[8.0, 6.0, 5.0, 7.0, 5.0]"
52,Captain America and the Avengers,Super Nintendo,Ed Semrad 6 Danyon Carpenter 5 Martin Alessi 4 Sushi-X 6 Mike Weigand 5,1993,11,5.2,"[6.0, 5.0, 4.0, 6.0, 5.0]"
52,Championship Pool,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 7 Sushi-X 7 Mike Weigand 7,1993,11,7.4,"[8.0, 8.0, 7.0, 7.0, 7.0]"
52,ClayFighter,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Martin Alessi 8 Sushi-X 7,1993,11,7.5,"[8.0, 7.0, 8.0, 7.0]"
52,Dinosaurs for Hire,Genesis,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 6 Sushi-X 7 Mike Weigand 7,1993,11,6.8,"[7.0, 7.0, 6.0, 7.0, 7.0]"
52,Disney’s Aladdin (Virgin),Genesis,Ed Semrad 9 Danyon Carpenter 8 Martin Alessi 9 Sushi-X 8,1993,11,8.5,"[9.0, 8.0, 9.0, 8.0]"
52,FIFA International Soccer,Genesis,Ed Semrad 8 Danyon Carpenter 9 Martin Alessi 9 Sushi-X 7,1993,11,8.25,"[8.0, 9.0, 9.0, 7.0]"
52,Formula 1 Grand Prix,Genesis,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 7,1993,11,7.75,"[8.0, 8.0, 8.0, 7.0]"
52,Gauntlet IV,Genesis,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8,1993,11,8,"[8.0, 8.0, 8.0, 8.0]"
52,Gunstar Heroes,Genesis,Ed Semrad 9 Danyon Carpenter 9 Martin Alessi 9 Sushi-X 9,1993,11,9,"[9.0, 9.0, 9.0, 9.0]"
52,Magic Boy,Super Nintendo,Ed Semrad 6 Danyon Carpenter 5 Martin Alessi 5 Sushi-X 6 Mike Weigand 5,1993,11,5.4,"[6.0, 5.0, 5.0, 6.0, 5.0]"
52,Mario’s Time Machine,Super Nintendo,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 6 Sushi-X 7,1993,11,6.75,"[7.0, 7.0, 6.0, 7.0]"
52,NFL Quarterback Club (1993),Game Boy,Ed Semrad 7 Danyon Carpenter 6 Martin Alessi 5 Sushi-X 7,1993,11,6.25,"[7.0, 6.0, 5.0, 7.0]"
52,Pac-Attack,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Martin Alessi 7 Sushi-X 8 Mike Weigand 8,1993,11,7.6,"[8.0, 7.0, 7.0, 8.0, 8.0]"
52,Paladin’s Quest,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 6 Sushi-X 5 Mike Weigand 6,1993,11,6.6,"[8.0, 8.0, 6.0, 5.0, 6.0]"
52,Pink Goes to Hollywood (Genesis),Genesis,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 7 Sushi-X 7,1993,11,7,"[7.0, 7.0, 7.0, 7.0]"
52,Pink Goes to Hollywood (SNES),Super Nintendo,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 5 Sushi-X 6 Mike Weigand 6,1993,11,6.2,"[7.0, 7.0, 5.0, 6.0, 6.0]"
52,Ranma 1/2: Hard Battle,Super Nintendo,Ed Semrad 7 Danyon Carpenter 8 Martin Alessi 7 Sushi-X 8 Mike Weigand 8,1993,11,7.6,"[7.0, 8.0, 7.0, 8.0, 8.0]"
52,RoboCop Versus The Terminator,Genesis,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 7 Sushi-X 8 Mike Weigand 8,1993,11,7.8,"[8.0, 8.0, 7.0, 8.0, 8.0]"
52,Rocket Knight Adventures,Genesis,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8 Mike Weigand 8,1993,11,8,"[8.0, 8.0, 8.0, 8.0, 8.0]"
52,Sonic CD,Sega CD,Ed Semrad 9 Danyon Carpenter 9 Martin Alessi 8 Sushi-X 8,1993,11,8.5,"[9.0, 9.0, 8.0, 8.0]"
52,Splatterhouse 3,Genesis,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8 Mike Weigand 9,1993,11,8.2,"[8.0, 8.0, 8.0, 8.0, 9.0]"
52,Star Wars (1991),Game Gear,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 7,1993,11,7.75,"[8.0, 8.0, 8.0, 7.0]"
52,Street Fighter II’: Special Champion Edition,Genesis,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 9 Sushi-X 8,1993,11,8.25,"[8.0, 8.0, 9.0, 8.0]"
52,Super Battletoads & Double Dragon,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8 Mike Weigand 9,1993,11,8.2,"[8.0, 8.0, 8.0, 8.0, 9.0]"
52,Super Nova,Super Nintendo,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 5 Sushi-X 6 Mike Weigand 6,1993,11,6.2,"[7.0, 7.0, 5.0, 6.0, 6.0]"
52,Teenage Mutant Ninja Turtles: Tournament Fighters (NES),NES,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 7 Sushi-X 7 Mike Weigand 6,1993,11,6.8,"[7.0, 7.0, 7.0, 7.0, 6.0]"
52,Teenage Mutant Ninja Turtles: Tournament Fighters (SNES),Super Nintendo,Ed Semrad 9 Danyon Carpenter 8 Martin Alessi 9 Sushi-X 9,1993,11,8.75,"[9.0, 8.0, 9.0, 9.0]"
52,The Adventures of Dr. Franken,Super Nintendo,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 6 Sushi-X 6 Mike Weigand 7,1993,11,6.6,"[7.0, 7.0, 6.0, 6.0, 7.0]"
52,The Ren & Stimpy Show: Veediots!,Super Nintendo,Ed Semrad 6 Danyon Carpenter 6 Martin Alessi 4 Sushi-X 5 Mike Weigand 6,1993,11,5.4,"[6.0, 6.0, 4.0, 5.0, 6.0]"
52,The Simpsons: Bart vs. the World,Game Gear,Ed Semrad 7 Danyon Carpenter 6 Martin Alessi 7 Sushi-X 7,1993,11,6.75,"[7.0, 6.0, 7.0, 7.0]"
52,Tony Meola Soccer,Super Nintendo,Ed Semrad 6 Danyon Carpenter 5 Martin Alessi 5 Sushi-X 4 Mike Weigand 6,1993,11,5.2,"[6.0, 5.0, 5.0, 4.0, 6.0]"
52,Top Gear 2,Super Nintendo,Ed Semrad 7 Danyon Carpenter 7 Martin Alessi 7 Sushi-X 6 Mike Weigand 6,1993,11,6.6,"[7.0, 7.0, 7.0, 6.0, 6.0]"
52,Vegas Stakes,Super Nintendo,Ed Semrad 7 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 8 Mike Weigand 7,1993,11,7.6,"[7.0, 8.0, 8.0, 8.0, 7.0]"
52,Wing Commander: The Secret Missions,Super Nintendo,Ed Semrad 5 Danyon Carpenter 5 Martin Alessi 5 Sushi-X 5 Mike Weigand 5,1993,11,5,"[5.0, 5.0, 5.0, 5.0, 5.0]"
52,WWF King of the Ring,NES,Ed Semrad 8 Danyon Carpenter 6 Martin Alessi 6 Sushi-X 7,1993,11,6.75,"[8.0, 6.0, 6.0, 7.0]"
52,WWF Royal Rumble,Genesis,Ed Semrad 7 Danyon Carpenter 6 Martin Alessi 7 Sushi-X 7 Mike Weigand 6,1993,11,6.6,"[7.0, 6.0, 7.0, 7.0, 6.0]"
52,Yoshi’s Safari,Super Nintendo,Ed Semrad 6 Danyon Carpenter 6 Martin Alessi 7 Sushi-X 7 Mike Weigand 4,1993,11,6,"[6.0, 6.0, 7.0, 7.0, 4.0]"
52,Zombies Ate My Neighbors,Genesis,Ed Semrad 8 Danyon Carpenter 8 Martin Alessi 8 Sushi-X 9 Mike Weigand 9,1993,11,8.4,"[8.0, 8.0, 8.0, 9.0, 9.0]"
53,Aero the Acro-Bat,Super Nintendo,Ed Semrad 9 Danyon Carpenter 8 Al Manuel 8 Sushi-X 8,1993,12,8.25,"[9.0, 8.0, 8.0, 8.0]"
53,Arcus Odyssey,Super Nintendo,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 7 Sushi-X 7 Mike Weigand 7,1993,12,7,"[7.0, 7.0, 7.0, 7.0, 7.0]"
53,Battletoads,Game Gear,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 8,1993,12,7.25,"[8.0, 7.0, 6.0, 8.0]"
53,Beyond Shadowgate,TurboGrafx-16,Ed Semrad 7 Danyon Carpenter 8 Al Manuel 8 Sushi-X 7,1993,12,7.5,"[7.0, 8.0, 8.0, 7.0]"
53,Blades of Vengeance,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 8 Mike Weigand 6,1993,12,7,"[8.0, 7.0, 6.0, 8.0, 6.0]"
53,Cool Spot,Game Gear,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 8 Sushi-X 8 Mike Weigand 7,1993,12,7.8,"[8.0, 8.0, 8.0, 8.0, 7.0]"
53,Cosmic Spacehead,Genesis,Ed Semrad 6 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7 Mike Weigand 6,1993,12,6.4,"[6.0, 7.0, 6.0, 7.0, 6.0]"
53,Crash ‘n Burn (1993),3DO,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 7 Sushi-X 7 Mike Weigand 6,1993,12,7,"[8.0, 7.0, 7.0, 7.0, 6.0]"
53,Daffy Duck: The Marvin Missions (SNES),Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7 Mike Weigand 7,1993,12,7,"[8.0, 7.0, 6.0, 7.0, 7.0]"
53,Desert Speedtrap Starring Road Runner and Wile E. Coyote,Game Gear,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 7 Sushi-X 8 Mike Weigand 7,1993,12,7.4,"[8.0, 7.0, 7.0, 8.0, 7.0]"
53,Desert Strike: Return to the Gulf,Game Gear,Ed Semrad 7 Danyon Carpenter 8 Al Manuel 6 Sushi-X 7 Mike Weigand 6,1993,12,6.8,"[7.0, 8.0, 6.0, 7.0, 6.0]"
53,Dr. Robotnik’s Mean Bean Machine,Genesis,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8 Mike Weigand 7,1993,12,7.6,"[8.0, 8.0, 7.0, 8.0, 7.0]"
53,Fantastic Dizzy,Game Gear,Ed Semrad 6 Danyon Carpenter 6 Al Manuel 7 Sushi-X 7 Mike Weigand 7,1993,12,6.6,"[6.0, 6.0, 7.0, 7.0, 7.0]"
53,Genghis Khan II: Clan of the Gray Wolf,Genesis,Ed Semrad 8 Danyon Carpenter 6 Al Manuel 5 Sushi-X 7 Mike Weigand 8,1993,12,6.8,"[8.0, 6.0, 5.0, 7.0, 8.0]"
53,Lethal Enforcers,Sega CD,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 5 Sushi-X 7,1993,12,6.5,"[7.0, 7.0, 5.0, 7.0]"
53,Lufia & The Fortress of Doom,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 8 Sushi-X 8 Mike Weigand 7,1993,12,7.8,"[8.0, 8.0, 8.0, 8.0, 7.0]"
53,Lunar: The Silver Star,Sega CD,Ed Semrad 9 Danyon Carpenter 8 Al Manuel 7 Sushi-X 7 Mike Weigand 7,1993,12,7.6,"[9.0, 8.0, 7.0, 7.0, 7.0]"
53,Mad Dog McCree,3DO,Ed Semrad 5 Danyon Carpenter 6 Al Manuel 6 Sushi-X 5,1993,12,5.5,"[5.0, 6.0, 6.0, 5.0]"
53,Mazin Saga: Mutant Fighter,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 7 Sushi-X 7 Mike Weigand 7,1993,12,7.2,"[8.0, 7.0, 7.0, 7.0, 7.0]"
53,McDonald’s Treasure Land Adventure,Genesis,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 7 Mike Weigand 7,1993,12,7.4,"[8.0, 8.0, 7.0, 7.0, 7.0]"
53,Mega Man IV,Game Boy,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8,1993,12,7.75,"[8.0, 8.0, 7.0, 8.0]"
53,Puggsy,Genesis,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 7 Sushi-X 7,1993,12,7,"[7.0, 7.0, 7.0, 7.0]"
53,Rolling Thunder 3,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 5 Sushi-X 7 Mike Weigand 5,1993,12,6.4,"[8.0, 7.0, 5.0, 7.0, 5.0]"
53,Secret of Mana,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 9 Sushi-X 9,1993,12,8.5,"[8.0, 8.0, 9.0, 9.0]"
53,Sonic Spinball,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7,1993,12,7,"[8.0, 7.0, 6.0, 7.0]"
53,Sunset Riders,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8 Mike Weigand 8,1993,12,7.8,"[8.0, 8.0, 7.0, 8.0, 8.0]"
53,Super Chase H.Q.,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 7,1993,12,7.5,"[8.0, 8.0, 7.0, 7.0]"
53,Super Star Wars: The Empire Strikes Back,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7,1993,12,7,"[8.0, 7.0, 6.0, 7.0]"
53,Super Trolland,Super Nintendo,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 4 Sushi-X 6 Mike Weigand 6,1993,12,6,"[7.0, 7.0, 4.0, 6.0, 6.0]"
53,Tecmo Super Bowl,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7,1993,12,7,"[8.0, 7.0, 6.0, 7.0]"
53,Tecmo Super Bowl,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7 Mike Weigand 6,1993,12,6.8,"[8.0, 7.0, 6.0, 7.0, 6.0]"
53,Tecmo Super NBA Basketball,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7 Mike Weigand 6,1993,12,6.8,"[8.0, 7.0, 6.0, 7.0, 6.0]"
53,Teenage Mutant Ninja Turtles: Tournament Fighters (Genesis),Genesis,Ed Semrad 6 Danyon Carpenter 6 Al Manuel 6 Sushi-X 5 Mike Weigand 4,1993,12,5.4,"[6.0, 6.0, 6.0, 5.0, 4.0]"
53,Tetris 2,NES,Ed Semrad 6 Danyon Carpenter 7 Al Manuel 6 Sushi-X 6,1993,12,6.25,"[6.0, 7.0, 6.0, 6.0]"
53,The 7th Saga,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8 Mike Weigand 7,1993,12,7.6,"[8.0, 8.0, 7.0, 8.0, 7.0]"
53,The Addams Family: Pugsley’s Scavenger Hunt,Game Boy,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 6 Sushi-X 6 Mike Weigand 6,1993,12,6.2,"[7.0, 6.0, 6.0, 6.0, 6.0]"
53,The Ren & Stimpy Show Presents: Stimpy’s Invention,Genesis,Ed Semrad 7 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8,1993,12,7.5,"[7.0, 8.0, 7.0, 8.0]"
53,Time Killers,Genesis,Ed Semrad 5 Danyon Carpenter 5 Al Manuel 4 Sushi-X 4 Mike Weigand 3,1993,12,4.2,"[5.0, 5.0, 4.0, 4.0, 3.0]"
53,Tiny Toon Adventures 2: Montana’s Movie Madness,Game Boy,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 8 Sushi-X 8 Mike Weigand 8,1993,12,7.6,"[7.0, 7.0, 8.0, 8.0, 8.0]"
53,True Golf Classics: Wicked 18,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 4 Sushi-X 7,1993,12,6.75,"[8.0, 8.0, 4.0, 7.0]"
53,Wolfchild,Genesis,Ed Semrad 6 Danyon Carpenter 5 Al Manuel 4 Sushi-X 6,1993,12,5.25,"[6.0, 5.0, 4.0, 6.0]"
54,Aero the Acro-Bat,Genesis,Ed Semrad 9 Danyon Carpenter 7 Al Manuel 7 Sushi-X 8 Mike Weigand 7,1994,1,7.6,"[9.0, 7.0, 7.0, 8.0, 7.0]"
54,Alfred Chicken,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 7 Sushi-X 5 Mike Weigand 6,1994,1,6.6,"[8.0, 7.0, 7.0, 5.0, 6.0]"
54,Battle Chess,3DO,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 4 Sushi-X 5 Mike Weigand 7,1994,1,6.2,"[8.0, 7.0, 4.0, 5.0, 7.0]"
54,Bram Stoker’s Dracula (Sega CD),Sega CD,Ed Semrad 6 Danyon Carpenter 5 Al Manuel 5 Sushi-X 5,1994,1,5.25,"[6.0, 5.0, 5.0, 5.0]"
54,Chester Cheetah: Wild Wild Quest,Super Nintendo,Ed Semrad 6 Danyon Carpenter 6 Al Manuel 5 Sushi-X 5 Mike Weigand 6,1994,1,5.6,"[6.0, 6.0, 5.0, 5.0, 6.0]"
54,Chester Cheetah: Wild Wild Quest,Genesis,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 5 Sushi-X 6,1994,1,6,"[7.0, 6.0, 5.0, 6.0]"
54,Chip ‘n Dale Rescue Rangers 2,NES,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 8 Mike Weigand 7,1994,1,7.2,"[8.0, 7.0, 6.0, 8.0, 7.0]"
54,Chuck Rock II: Son of Chuck,Game Gear,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 7 Sushi-X 6 Mike Weigand 7,1994,1,7,"[8.0, 7.0, 7.0, 6.0, 7.0]"
54,Cliffhanger,Super Nintendo,Ed Semrad 6 Danyon Carpenter 5 Al Manuel 4 Sushi-X 4,1994,1,4.75,"[6.0, 5.0, 4.0, 4.0]"
54,Deep Duck Trouble Starring Donald Duck,Game Gear,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 7 Mike Weigand 7,1994,1,7.4,"[8.0, 8.0, 7.0, 7.0, 7.0]"
54,Dennis the Menace,Super Nintendo,Ed Semrad 6 Danyon Carpenter 5 Al Manuel 5 Sushi-X 6 Mike Weigand 6,1994,1,5.6,"[6.0, 5.0, 5.0, 6.0, 6.0]"
54,Disney’s Aladdin (Capcom),Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 9 Sushi-X 8,1994,1,8.25,"[8.0, 8.0, 9.0, 8.0]"
54,DuckTales 2,Game Boy,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 5 Sushi-X 5 Mike Weigand 6,1994,1,5.8,"[7.0, 6.0, 5.0, 5.0, 6.0]"
54,Dune: The Battle for Arrakis,Genesis,Ed Semrad 9 Danyon Carpenter 9 Al Manuel 7 Sushi-X 7,1994,1,8,"[9.0, 9.0, 7.0, 7.0]"
54,Eternal Champions,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 5 Sushi-X 5,1994,1,6.25,"[8.0, 7.0, 5.0, 5.0]"
54,F-1 Grand Prix,Game Gear,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 6 Sushi-X 5 Mike Weigand 6,1994,1,6,"[7.0, 6.0, 6.0, 5.0, 6.0]"
54,Fatal Fury Special,NeoGeo,Ed Semrad 9 Danyon Carpenter 9 Al Manuel 8 Sushi-X 8,1994,1,8.5,"[9.0, 9.0, 8.0, 8.0]"
54,Fido Dido,Genesis,Ed Semrad 6 Danyon Carpenter 6 Al Manuel 5 Sushi-X 4 Mike Weigand 6,1994,1,5.4,"[6.0, 6.0, 5.0, 4.0, 6.0]"
54,Fun ‘n Games (1993),Genesis,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 6 Sushi-X 5 Mike Weigand 7,1994,1,6.2,"[7.0, 6.0, 6.0, 5.0, 7.0]"
54,James Pond II: Codename Robocod,Amiga,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 5 Sushi-X 4,1994,1,5.5,"[7.0, 6.0, 5.0, 4.0]"
54,Joe & Mac,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7 Mike Weigand 7,1994,1,7,"[8.0, 7.0, 6.0, 7.0, 7.0]"
54,Jurassic Park (SNES),Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 7 Sushi-X 6,1994,1,7.25,"[8.0, 8.0, 7.0, 6.0]"
54,Mega Man X,Super Nintendo,Ed Semrad 9 Danyon Carpenter 9 Al Manuel 9 Sushi-X 9,1994,1,9,"[9.0, 9.0, 9.0, 9.0]"
54,Obitus,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6 Sushi-X 5 Mike Weigand 6,1994,1,6.4,"[8.0, 7.0, 6.0, 5.0, 6.0]"
54,Putt Putt Joins the Parade,3DO,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 7 Sushi-X 8,1994,1,7.25,"[7.0, 7.0, 7.0, 8.0]"
54,Race Drivin’,Genesis,Ed Semrad 5 Danyon Carpenter 4 Al Manuel 4 Sushi-X 5 Mike Weigand 5,1994,1,4.6,"[5.0, 4.0, 4.0, 5.0, 5.0]"
54,Skyblazer,Super Nintendo,Ed Semrad 8 Danyon Carpenter 8 Al Manuel 8 Sushi-X 8 Mike Weigand 7,1994,1,7.8,"[8.0, 8.0, 8.0, 8.0, 7.0]"
54,Soldiers of Fortune,Super Nintendo,Ed Semrad 8 Danyon Carpenter 6 Al Manuel 7 Sushi-X 8 Mike Weigand 7,1994,1,7.2,"[8.0, 6.0, 7.0, 8.0, 7.0]"
